Number of vertices, Vertices' coordinates, Zone ID
4, 97, 58, 371, 58, 371, 395, 97, 395, 1
132, 373, 60, 394, 60, 394, 61, 405, 61, 405, 62, 413, 62, 413, 63, 418, 63, 418, 64, 423, 64, 423, 65, 428, 65, 428, 66, 432, 66, 432, 67, 435, 67, 435, 68, 439, 68, 439, 69, 442, 69, 442, 70, 445, 70, 445, 71, 447, 71, 447, 72, 450, 72, 450, 73, 452, 73, 452, 74, 455, 74, 455, 75, 457, 75, 457, 76, 459, 76, 459, 77, 461, 77, 461, 78, 463, 78, 463, 79, 465, 79, 465, 80, 467, 80, 467, 81, 469, 81, 469, 82, 471, 82, 471, 83, 473, 83, 473, 84, 474, 84, 474, 85, 476, 85, 476, 86, 478, 86, 478, 87, 479, 87, 479, 88, 481, 88, 481, 89, 482, 89, 482, 90, 484, 90, 484, 91, 485, 91, 485, 92, 486, 92, 486, 93, 488, 93, 488, 94, 489, 94, 489, 95, 490, 95, 490, 96, 492, 96, 492, 97, 493, 97, 493, 98, 494, 98, 494, 99, 495, 99, 495, 100, 496, 100, 496, 101, 497, 101, 497, 102, 499, 102, 499, 103, 500, 103, 500, 104, 501, 104, 501, 105, 502, 105, 502, 106, 503, 106, 503, 107, 504, 107, 504, 108, 505, 108, 505, 109, 506, 109, 506, 111, 507, 111, 507, 112, 508, 112, 508, 113, 509, 113, 509, 114, 510, 114, 510, 115, 511, 115, 511, 116, 512, 116, 512, 117, 513, 117, 513, 119, 514, 119, 514, 120, 515, 120, 515, 122, 516, 122, 516, 123, 517, 123, 517, 124, 518, 124, 518, 126, 519, 126, 519, 127, 520, 127, 520, 249, 372, 249, 372, 61, 373, 61, 2
8, 372, 250, 521, 250, 521, 509, 372, 509, 372, 507, 332, 507, 332, 396, 372, 396, 3
4, 99, 396, 331, 396, 331, 509, 99, 509, 4
