Number of vertices, Vertices' coordinates, Zone ID
6, 185, 40, 252, 40, 252, 38, 325, 38, 325, 115, 185, 115, 1
6, 65, 41, 184, 41, 184, 116, 186, 116, 186, 179, 65, 179, 2
10, 187, 116, 326, 116, 326, 114, 378, 114, 378, 226, 376, 226, 376, 359, 323, 359, 323, 176, 187, 176, 3
4, 379, 112, 450, 112, 450, 226, 379, 226, 4
8, 65, 180, 187, 180, 187, 177, 322, 177, 322, 359, 280, 359, 280, 361, 65, 361, 5
6, 377, 227, 627, 227, 627, 361, 565, 361, 565, 359, 377, 359, 6
256, 281, 360, 564, 360, 564, 405, 561, 405, 561, 406, 558, 406, 558, 407, 556, 407, 556, 408, 553, 408, 553, 409, 551, 409, 551, 410, 548, 410, 548, 411, 546, 411, 546, 412, 543, 412, 543, 413, 541, 413, 541, 414, 539, 414, 539, 415, 536, 415, 536, 416, 534, 416, 534, 417, 531, 417, 531, 418, 529, 418, 529, 419, 526, 419, 526, 420, 524, 420, 524, 421, 521, 421, 521, 422, 519, 422, 519, 423, 516, 423, 516, 424, 514, 424, 514, 425, 511, 425, 511, 426, 509, 426, 509, 427, 506, 427, 506, 428, 504, 428, 504, 429, 501, 429, 501, 430, 499, 430, 499, 431, 496, 431, 496, 432, 494, 432, 494, 433, 491, 433, 491, 434, 489, 434, 489, 435, 486, 435, 486, 436, 484, 436, 484, 437, 481, 437, 481, 438, 479, 438, 479, 439, 476, 439, 476, 440, 474, 440, 474, 441, 471, 441, 471, 442, 469, 442, 469, 443, 466, 443, 466, 444, 464, 444, 464, 445, 461, 445, 461, 446, 459, 446, 459, 447, 456, 447, 456, 448, 454, 448, 454, 449, 452, 449, 452, 450, 449, 450, 449, 451, 447, 451, 447, 452, 444, 452, 444, 453, 442, 453, 442, 454, 439, 454, 439, 455, 437, 455, 437, 456, 434, 456, 434, 457, 432, 457, 432, 458, 429, 458, 429, 459, 427, 459, 427, 460, 424, 460, 424, 461, 422, 461, 422, 462, 419, 462, 419, 463, 417, 463, 417, 464, 414, 464, 414, 465, 412, 465, 412, 466, 409, 466, 409, 467, 407, 467, 407, 468, 404, 468, 404, 469, 402, 469, 402, 470, 399, 470, 399, 471, 397, 471, 397, 472, 394, 472, 394, 473, 392, 473, 392, 474, 389, 474, 389, 475, 387, 475, 387, 476, 384, 476, 384, 477, 382, 477, 382, 478, 379, 478, 379, 479, 377, 479, 377, 480, 374, 480, 374, 481, 372, 481, 372, 482, 369, 482, 369, 483, 367, 483, 367, 484, 365, 484, 365, 485, 362, 485, 362, 486, 360, 486, 360, 487, 357, 487, 357, 488, 355, 488, 355, 489, 352, 489, 352, 490, 350, 490, 350, 491, 347, 491, 347, 492, 345, 492, 345, 493, 342, 493, 342, 494, 340, 494, 340, 495, 337, 495, 337, 496, 335, 496, 335, 497, 332, 497, 332, 498, 330, 498, 330, 499, 327, 499, 327, 500, 325, 500, 325, 501, 322, 501, 322, 502, 320, 502, 320, 503, 317, 503, 317, 504, 315, 504, 315, 505, 312, 505, 312, 506, 310, 506, 310, 507, 307, 507, 307, 508, 305, 508, 305, 509, 302, 509, 302, 510, 300, 510, 300, 509, 299, 509, 299, 505, 298, 505, 298, 502, 297, 502, 297, 499, 296, 499, 296, 496, 295, 496, 295, 494, 294, 494, 294, 491, 293, 491, 293, 488, 292, 488, 292, 485, 291, 485, 291, 483, 290, 483, 290, 480, 289, 480, 289, 477, 288, 477, 288, 475, 287, 475, 287, 472, 286, 472, 286, 469, 285, 469, 285, 466, 284, 466, 284, 464, 283, 464, 283, 461, 282, 461, 282, 460, 281, 460, 281, 459, 280, 459, 280, 403, 281, 403, 7
