major, minor, xPos, yPos
36242, 5515, 306.0506134969325, 493.15492957746477
31499, 2016, 416.9217791411043, 369.5774647887324
58610, 36050, 324.52914110429447, 257.5492957746479
23896, 25923, 614.4110429447853, 345.32394366197184
7354, 47683, 158.2223926380368, 230.98591549295776
61265, 34052, 333.7684049079755, 116.64788732394366
18155, 58632, 446.9493865030675, 162.8450704225352
30745, 50948, 66.98466257668711, 98.16901408450704
