major, minor, xPos, yPos
7354, 47683, 285.89939819807284, 35.638501408842664
58610, 36050, 480.1457543395833, 218.196681392841
30745, 50948, 443.96806623299824, 405.2074999130344
23896, 7354, 50.46613559675792, 176.4531951160121
