Zone ID, Number of vertices, Vertices' coordinates
1, 6, 58, 125, 332, 125, 332, 193, 256, 193, 256, 245, 58, 245
2, 4, 257, 194, 401, 194, 401, 377, 257, 377
3, 4, 57, 246, 256, 246, 256, 377, 57, 377
