major, minor, xPos, yPos
23896, 25923, 196.8466274741712, 126.36101158381744
7354, 47683, 388.8666643475841, 330.62580443176677
58610, 36050, 230.24141649563433, 374.5956099766932
30745, 50948, 59.371412669148086, 259.9401676696699
